Unnamed: 0,title,description,job_level,languages,assessment_length,downloads,url,test_type,content_hash
231,OPQ UCF Development Action Planner Report 1.0,this opq occupational personality questionnaire report provides clear and relevant information about an individuals strengths and areas for development for use in staff development and onboarding situations please note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform example where a sample report has no platform indicated it is available on both the talent central and soda platforms,director executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) English International.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/UCF_Development_Action_Planner_Report_Fact_Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Spanish (North America).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ DAP UCF Arabic Sample Report.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/Sample_Candidate_sample.candidate@abc.com_OPQ32DevelopmentandActionPlanner(UCF)_1017615_Chinese_Traditional.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_Sample.Candidate@shl.com_OPQ32DevelopmentandActionPlanner(UCF).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Planner Report Korean.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ VIT development and action planner report.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report  OPQ UCF DAP Czech.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report - TC Version', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Candidate_Sample123_Samplereport@candidate.com_OPQ32DevelopmentandActionPlanner(UCF)_1078731.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Candidate_Sample123_Samplereport@candidate.com_OPQ32DevelopmentandActionPlanner(UCF)_1078731 (3).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Portuguese (Brazil).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate1_OPQ32DevelopmentandActionPlanner(UCF)_MAL.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,p,5ac25c18c623bc6319cdaa724cf86a7c
233,SVAR - Spoken English (US)  (New),an automated spoken english test that measures fluency pronunciation active listening vocabulary grammar and spoken english understanding your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel,english usa,360.0,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/SVAR - Spoken English (U.S.).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,s,45bca696008e281fa1a537edab691519
234,OPQ Candidate Plus Report,a brief narrative opq occupational personality questionnaire report designed to be given to the individual who completed the opq,director executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Candidate Plus Report English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Candidate Plus Report Finnish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/,p,6988c555da7d1e4b58f8565abc494a4f
235,Apache Hive (New),multichoice test that measures the knowledge of hive architecture datatypes builtin functions configurations partitioning bucketing and commands of hive query language,midprofessional professional individual contributor,english usa,5.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Apache Hive (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,k,468d0d5781c6b788b48213f883cad824
236,Molecular Biology (New),multichoice test that measures the knowledge of molecular genetics transgenics rdna technology chromosomal genetics transformation and related processes,graduate midprofessional professional individual contributor,english usa,6.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Molecular Biology (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/,k,33dc65c028f056385287f9930b7ae4b4
237,Electrical Engineering (New),multichoice test that measures the knowledge of basic electrical engineering electrical machines power systems instrumentation control systems and basic concepts of electronics,graduate midprofessional professional individual contributor,english usa,8.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Electrical Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Electrical Engineering (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/electrical-engineering-new/,k,b2db6a8c4edf17d7580f170a0d0c3ad8
238,Oracle DBA (Advanced Level) (New),multichoice test that measures the knowledge of oracle db architecture backup and recovery mysql administration and advanced topics such as network configuration and data warehouse management,midprofessional professional individual contributor,english usa,12.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Oracle DBA (Advanced Level) (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/,k,ff67136e107b5be3715798b6459d6345
239,SVAR - Spoken French (European) (New),test automatis de franais parl qui value laisance la prononciation lcoute active le vocabulaire la grammaire et la comprhension du franais parl your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel,french,360.0,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/SVAR - Spoken French (European).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,s,d30255713bfad51e52713c2cc607a980
240,SonarQube (New),multichoice test that measures the knowledge of sonarqube integration tests sonar symbols wildcards quality cover and sonar architecture,midprofessional professional individual contributor,english usa,360.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/SonarQube (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,k,e7a283299bec8758cdfd9fecb4e3f9ac
241,Mineral Engineering (New),multichoice test that measures the knowledge of comminution and classification physical separation process particle technology metallurgical thermodynamics mineralogy petrology and stratigraphy,graduate manager midprofessional professional individual contributor supervisor,english usa,12.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mineral Engineering (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/,k,0368ca823045336e5a311e08ac09d47d
242,Adobe Photoshop CC,the adobe photoshop cc test measures knowledge of adobe photoshop cc designed for experienced users this test covers the following topics 3d color file management interface layers painting and drawing retouch and enhancements selection text and web,midprofessional professional individual contributor,english usa,20.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet-adobe_photoshop_cc.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/adobe-photoshop-cc/,k,d6abbfb1becf858d664bf296061c60b1
243,ASP.NET 4.5,the aspnet 45 test measures knowledge of programming in the aspnet environment designed for experienced developers but an average performer in this role should pass this test this test includes the following topics net framework clientside programming data access enhanced runtime features portals services and mobile security troubleshooting and optimization web applications and web forms,midprofessional professional individual contributor,english usa,30.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet-asp.net_4.5.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,k,d7165b94f3ed3ff6f9e1b16eb7beed41
245,SHL Verify Interactive - Inductive Reasoning,evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts,professional individual contributor graduate manager midprofessional,korean japanese thai portuguese brazil portuguese chinese traditional indonesian russian romanian polish greek latin american spanish english international arabic hungarian czech french canada slovak serbian turkish spanish danish estonian finnish latvian lithuanian norwegian swedish french german italian dutch chinese simplified english usa,20.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet Verify Interactive - Inductive_12of15.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DA FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive NL FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive FR FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DE FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive IT FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive SV FINAL V2.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,a s,ea47fb6a08d537fae5928e580383e3b4
